Classification,Confidence,Relative Path,Item Name,File Type,File Size,Xcode Project,Target Membership,Build Phase,Project Ref Present,Physical File Present,Static Ref Count,Dynamic Risk,Ref Locations,Reason,Manual Check
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Assets/checkmark-round.png,checkmark-round.png,resource,2367,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""checkmark-round"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Assets/close-round.png,close-round.png,resource,2177,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""close-round"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Assets/deletealert.png,deletealert.png,resource,7206,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""deletealert"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Assets/heart.png,heart.png,resource,2322,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""heart"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Assets/star.png,star.png,resource,2195,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""star"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Assets/blank_button@2x.png,blank_button@2x.png,resource,2385,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""blank_button"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Assets/blank_button@3x.png,blank_button@3x.png,resource,3199,Pure Pets.xcodeproj,Pure Pets,Resources,Yes,Yes,0,No,,Image in Resources - check [UIImage imageNamed:],"Search for ""blank_button"" in source"
MANUAL REVIEW REQUIRED,Low,Pure Pets/MainApp/PetsServices/MyServicesViewController.m,MyServicesViewController.m,source,11721,Pure Pets.xcodeproj,Pure Pets,Sources,Yes,Yes,0,Yes,,"No static refs, but contains dynamic patterns","Check NSClassFromString, @objc, performSelector usage"
MANUAL REVIEW REQUIRED,Low,Pure Pets/MainApp/Search Controllers/AppSearchHelper.m,AppSearchHelper.m,source,11450,Pure Pets.xcodeproj,Pure Pets,Sources,Yes,Yes,0,Yes,,"No static refs, but contains dynamic patterns","Check NSClassFromString, @objc, performSelector usage"
MANUAL REVIEW REQUIRED,Low,Pure Pets/MainApp/VeterinarianFiles/VetViewerViewController.m,VetViewerViewController.m,source,10325,Pure Pets.xcodeproj,Pure Pets,Sources,Yes,Yes,0,Yes,,"No static refs, but contains dynamic patterns","Check NSClassFromString, @objc, performSelector usage"
PROTECTED OR REQUIRED,Protected,MyFrames/PurePetsLayoutKit/Compatibility/PPCollectionLayoutManager.h,PPCollectionLayoutManager.h,source,1689,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,MyFrames/PurePetsLayoutKit/Compatibility/PPPinterestLayout.h,PPPinterestLayout.h,source,1515,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,MyFrames/QIBPayment.framework/Info.plist,Info.plist,resource,757,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Required configuration file,None
PROTECTED OR REQUIRED,Protected,MyFrames/QIBPayment.framework/Main.storyboardc/Info.plist,Info.plist,resource,163,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Required configuration file,None
PROTECTED OR REQUIRED,Protected,MyFrames/QIBPayment.framework/Modules/module.modulemap,module.modulemap,resource,78,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Required configuration file,None
PROTECTED OR REQUIRED,Protected,Pure Pets/AppDelegate.h,AppDelegate.h,source,1759,Pure Pets.xcodeproj,None,None,Yes,Yes,97,No,Pure Pets/MainApp/PetsAdsFiles/New Ad/AddNewAd.m:817; Pure Pets/MainApp/PetsAdsFiles/New Ad/AddNewAd.m:905; Pure Pets/SceneDelegate.m:2,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/AppDelegate.m,AppDelegate.m,source,51385,Pure Pets.xcodeproj,Pure Pets,Sources,Yes,Yes,45,No,,Application entry point,None
PROTECTED OR REQUIRED,Protected,Pure Pets/AppManager.h,AppManager.h,source,3882,Pure Pets.xcodeproj,None,None,Yes,Yes,138,No,Pure Pets/FireData/AppDataListenerManager.h:18; Pure Pets/FireData/AppDataListenerManager.h:40; Pure Pets/AppManager.m:1398,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/ArchiveManagerVC.h,ArchiveManagerVC.h,source,677,Pure Pets.xcodeproj,None,None,Yes,Yes,7,No,Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:19; Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:19; Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:661,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/ABCellMenuView.h,ABCellMenuView.h,source,890,Pure Pets.xcodeproj,None,None,Yes,Yes,13,No,Pure Pets/BirdsCards/Helpers/selectArchiveVC.m:14; Pure Pets/BirdsCards/Helpers/selectArchiveVC.m:637; Pure Pets/BirdsCards/Helpers/selectArchiveVC.m:14,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/ABMenuTableViewCell.h,ABMenuTableViewCell.h,source,3127,Pure Pets.xcodeproj,None,None,Yes,Yes,402,No,Pure Pets/Pure Pets-Bridging-Header.h:2; Pure Pets/GM.m:609; Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/UITableView+VisibleMenuCell.m:16,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/UITableView+VisibleMenuCell.h,UITableView+VisibleMenuCell.h,source,303,Pure Pets.xcodeproj,None,None,Yes,Yes,9,No,Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/UITableView+VisibleMenuCell.m:16; Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/UITableView+VisibleMenuCell.m:20,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/ABMenuTableViewCell/UIView+XIB.h,UIView+XIB.h,source,268,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/CabelCollectionViewCell.h,CabelCollectionViewCell.h,source,2794,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/CollectionViewCell.h,CollectionViewCell.h,source,4165,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/DesignFiles/PP/PPStyles/PPFuncFiles/PPFunc.m:5720; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:2102,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/CustomCollectionViewCell.h,CustomCollectionViewCell.h,source,277,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/DetailsTableViewCell.h,DetailsTableViewCell.h,source,985,Pure Pets.xcodeproj,None,None,Yes,Yes,32,No,Pure Pets/BirdsCards/Cells/CollectionViewCell.h:37; Pure Pets/BirdsCards/Cells/CabelCollectionViewCell.m:28; Pure Pets/BirdsCards/Cells/CollectionViewCell.h:37,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/ImageCell.h,ImageCell.h,source,182,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PetImageGalleryView.m:878; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PetImageGalleryView.m:1376,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/JPCell.h,JPCell.h,source,580,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/KBSwipeCell.h,KBSwipeCell.h,source,596,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/MainCollectionViewCell.h,MainCollectionViewCell.h,source,401,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/ProdectionCells/PPBirdSummaryCollectionCell.h,PPBirdSummaryCollectionCell.h,source,5085,Pure Pets.xcodeproj,None,None,Yes,Yes,272,No,Pure Pets/AppManager.h:75; Pure Pets/AppManager.m:769; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:74,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/StepperCell.h,StepperCell.h,source,437,Pure Pets.xcodeproj,None,None,Yes,Yes,15,No,Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.h:25; Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/StepperFormCell.m:18; Pure Pets/MainApp/Accessories/AccessFiles/AccessViewerVC.h:25,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/StoriesReusableView.h,StoriesReusableView.h,source,209,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/VideoCollectionViewCell.h,VideoCollectionViewCell.h,source,317,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/archiveCell.h,archiveCell.h,source,1142,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/eggDatesCell.h,eggDatesCell.h,source,535,Pure Pets.xcodeproj,None,None,Yes,Yes,14,No,Pure Pets/BirdsCards/CoubleFiles/FirstEggVC.m:12; Pure Pets/BirdsCards/CoubleFiles/FirstEggVC.m:12; Pure Pets/BirdsCards/CoubleFiles/FirstEggVC.m:10,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/selectChildCell.h,selectChildCell.h,source,1903,Pure Pets.xcodeproj,None,None,Yes,Yes,6,No,Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:20; Pure Pets/BirdsCards/Helpers/selectArchiveVC.h:25; Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:20,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/selectTableViewCell.h,selectTableViewCell.h,source,614,Pure Pets.xcodeproj,None,None,Yes,Yes,8,No,Pure Pets/BirdsCards/selectTableViewController.m:9; Pure Pets/BirdsCards/selectTableViewController.m:64,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/trashChildCell.h,trashChildCell.h,source,1380,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Cells/uploadedCollectionViewCell.h,uploadedCollectionViewCell.h,source,466,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/CoubleFiles/FirstEggVC.h,FirstEggVC.h,source,1703,Pure Pets.xcodeproj,None,None,Yes,Yes,154,No,Pure Pets/AppManager.m:608; Pure Pets/AppManager.m:917; Pure Pets/AppManager.m:608,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/CoubleFiles/NewCageVC.h,NewCageVC.h,source,1689,Pure Pets.xcodeproj,None,None,Yes,Yes,5,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:2270; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:2472,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/CoubleFiles/PickerSheetViewController.h,PickerSheetViewController.h,source,1171,Pure Pets.xcodeproj,None,None,Yes,Yes,316,No,Pure Pets/AppManager.m:1341; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:61; Pure Pets/GM.m:676,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.h,selectChildViewController.h,source,961,Pure Pets.xcodeproj,None,None,Yes,Yes,339,No,Pure Pets/AppManager.h:75; Pure Pets/AppManager.m:769; Pure Pets/AppManager.m:608,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/FullScreenVideoViewController.h,FullScreenVideoViewController.h,source,190,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/FullscreenImageViewController.h,FullscreenImageViewController.h,source,292,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:9; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:878,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Helpers/selectArchiveVC.h,selectArchiveVC.h,source,1358,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:1672; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:2062,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/Helpers/selectUserVC.h,selectUserVC.h,source,698,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:72; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:72; Pure Pets/MainApp/NewChats/UserChatsViewController.h:16,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/MainControllerFiles/MainController.h,MainController.h,source,2113,Pure Pets.xcodeproj,None,None,Yes,Yes,43,No,Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderHistoryViewController.m:19; Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderHistoryViewController.m:156; Pure Pets/MainApp/ModrenAppVC/PPRootTabBarController.m:4401,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/MainControllerFiles/MainControllerHelper.h,MainControllerHelper.h,source,6198,Pure Pets.xcodeproj,None,None,Yes,Yes,9,No,Pure Pets/MainApp/Helpers/PPEmptyStateHelper.m:12; Pure Pets/MainApp/Helpers/PPEmptyStateHelper.m:61,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/MainControllerFiles/MainController_Func.h,MainController_Func.h,source,287,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/NewCardForm.h,NewCardForm.h,source,1000,Pure Pets.xcodeproj,None,None,Yes,Yes,12,No,Pure Pets/DesignFiles/PP/PPNAV/PPBottomBar.m:2769; Pure Pets/BirdsCards/viewDataVC.h:13,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/PPMainCells/PPBirdCardView.h,PPBirdCardView.h,source,1718,Pure Pets.xcodeproj,None,None,Yes,Yes,261,No,Pure Pets/AppManager.h:75; Pure Pets/AppManager.m:769; Pure Pets/BirdsCards/PPMainCells/PPCageCell.m:11,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/PPMainCells/PPCageCell.h,PPCageCell.h,source,935,Pure Pets.xcodeproj,None,None,Yes,Yes,342,No,Pure Pets/AppManager.m:608; Pure Pets/AppManager.m:917; Pure Pets/AppManager.h:75,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/PPMainCells/PPChildCell.h,PPChildCell.h,source,1055,Pure Pets.xcodeproj,None,None,Yes,Yes,84,No,Pure Pets/AppManager.m:605; Pure Pets/AppManager.m:607; Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:21,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/PPMainCells/SalesCell.h,SalesCell.h,source,1547,Pure Pets.xcodeproj,None,None,Yes,Yes,319,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:1298; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:1299; Pure Pets/AppManager.m:650,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/PPMainCells/TrashCollectionViewCell.h,TrashCollectionViewCell.h,source,698,Pure Pets.xcodeproj,None,None,Yes,Yes,41,No,Pure Pets/FireData/AppDataListenerManager.h:18; Pure Pets/FireData/AppDataListenerManager.h:40; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:77,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/SalesVCViewController.h,SalesVCViewController.h,source,598,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/buyerDataVC.h,buyerDataVC.h,source,662,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.m:722; Pure Pets/BirdsCards/CoubleFiles/selectChildViewController.h:14,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/selectTableViewController.h,selectTableViewController.h,source,852,Pure Pets.xcodeproj,None,None,Yes,Yes,11,No,Pure Pets/BirdsCards/CoubleFiles/FirstEggVC.m:12; Pure Pets/BirdsCards/CoubleFiles/NewCageVC.m:12; Pure Pets/BirdsCards/CoubleFiles/FirstEggVC.m:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/BirdsCards/viewDataVC.h,viewDataVC.h,source,959,Pure Pets.xcodeproj,None,None,Yes,Yes,14,No,Pure Pets/MianData_Files/CardsCell.m:11; Pure Pets/MianData_Files/BuyerCell.m:35,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/CountryCodeModel.h,CountryCodeModel.h,source,548,Pure Pets.xcodeproj,None,None,Yes,Yes,123,No,Pure Pets/GM.m:676; Pure Pets/GM.m:678,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/ItemModel.h,ItemModel.h,source,415,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/BirdsCards/NewCardForm.m:2382; Pure Pets/BirdsCards/NewCardForm.m:2384,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/MainKindsArrayManager.h,MainKindsArrayManager.h,source,1885,Pure Pets.xcodeproj,None,None,Yes,Yes,261,No,Pure Pets/AppManager.m:1104; Pure Pets/AppManager.m:1120; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:62,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/MainKindsModel.h,MainKindsModel.h,source,3064,Pure Pets.xcodeproj,None,None,Yes,Yes,257,No,Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:62; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:464; Pure Pets/AppManager.m:1104,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/SubKindModel.h,SubKindModel.h,source,1837,Pure Pets.xcodeproj,None,None,Yes,Yes,115,No,Pure Pets/AppManager.m:1341; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:61,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/subKindItemsModel.h,subKindItemsModel.h,source,711,Pure Pets.xcodeproj,None,None,Yes,Yes,46,No,Pure Pets/AppManager.m:1357; Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPSelectOptionViewController.m:1171,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BasicDataClassess/subSubKindModel.h,subSubKindModel.h,source,882,Pure Pets.xcodeproj,None,None,Yes,Yes,20,No,Pure Pets/AppManager.m:1347; Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPSelectOptionViewController.m:1171,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ArchiveDetailsModel.h,ArchiveDetailsModel.h,source,858,Pure Pets.xcodeproj,None,None,Yes,Yes,39,No,Pure Pets/FireData/TrashModel.h:72; Pure Pets/FireData/TrashModel.m:13,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ArchiveModel.h,ArchiveModel.h,source,4861,Pure Pets.xcodeproj,None,None,Yes,Yes,234,No,Pure Pets/AppManager.m:1015; Pure Pets/AppManager.m:1036; Pure Pets/AppManager.m:1015,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ArchivesManager.h,ArchivesManager.h,source,3489,Pure Pets.xcodeproj,None,None,Yes,Yes,118,No,Pure Pets/AppManager.m:1015; Pure Pets/AppManager.m:1036; Pure Pets/FireData/TrashModel.h:72,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/BuyerModel.h,BuyerModel.h,source,2219,Pure Pets.xcodeproj,None,None,Yes,Yes,125,No,Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:9; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:63; Pure Pets/AppManager.m:650,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/CageModel.h,CageModel.h,source,3894,Pure Pets.xcodeproj,None,None,Yes,Yes,382,No,Pure Pets/AppManager.m:608; Pure Pets/AppManager.m:917; Pure Pets/AppManager.m:608,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/CardModel.h,CardModel.h,source,5083,Pure Pets.xcodeproj,None,None,Yes,Yes,254,No,Pure Pets/AppManager.h:75; Pure Pets/AppManager.m:769,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ChildModel.h,ChildModel.h,source,1867,Pure Pets.xcodeproj,None,None,Yes,Yes,77,No,Pure Pets/AppManager.m:605; Pure Pets/AppManager.m:607,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ChildsDataManager.h,ChildsDataManager.h,source,2211,Pure Pets.xcodeproj,None,None,Yes,Yes,95,No,Pure Pets/AppManager.m:605; Pure Pets/AppManager.m:607; Pure Pets/FireData/TrashModel.m:153,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/FileModel.h,FileModel.h,source,705,Pure Pets.xcodeproj,None,None,Yes,Yes,28,No,Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormCustomCell.m:290; Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormRowDescriptor.h:26,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ImageModel.h,ImageModel.h,source,679,Pure Pets.xcodeproj,None,None,Yes,Yes,15,No,Pure Pets/BirdsCards/viewDataVC.h:9; Pure Pets/BirdsCards/Cells/selectChildCell.h:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/PPReminderNotificationManager.h,PPReminderNotificationManager.h,source,1086,Pure Pets.xcodeproj,None,None,Yes,Yes,34,No,Pure Pets/MainApp/UserFiles/UsesHelpers/UserManager.m:9; Pure Pets/MainApp/UserFiles/UsesHelpers/UserManager.m:98; Pure Pets/MainApp/UserFiles/PetsProfiles/PPPetRemindersViewController.m:19,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/BirdsCardsDataClassess/ReminderManager.h,ReminderManager.h,source,260,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/ClassesHeader.h,ClassesHeader.h,source,360,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/HelperClassess/BarcodeGenerator.h,BarcodeGenerator.h,source,312,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:876; Pure Pets/BirdsCards/MainControllerFiles/MainController.m:4009,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/HelperClassess/FileUploadManager.h,FileUploadManager.h,source,425,Pure Pets.xcodeproj,None,None,Yes,Yes,7,No,Pure Pets/MainApp/PetsAdsFiles/New Ad/AddNewAd.m:817; Pure Pets/MainApp/PetsAdsFiles/New Ad/AddNewAd.m:905,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/HelperClassess/PPAuditLogger.h,PPAuditLogger.h,source,349,Pure Pets.xcodeproj,None,None,Yes,Yes,8,No,Pure Pets/MainApp/UserFiles/UsesHelpers/PPPetProfileManager.m:12; Pure Pets/MainApp/UserFiles/UsesHelpers/PPPetProfileManager.m:151,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/HelperClassess/Watermark.h,Watermark.h,source,405,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/YYKit/Base/Foundation/NSArray+YYAdd.h,NSArray+YYAdd.h,source,5560,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/YYKit/Base/Foundation/NSBundle+YYAdd.h,NSBundle+YYAdd.h,source,3590,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/YYKit/Base/Foundation/NSData+YYAdd.h,NSData+YYAdd.h,source,6997,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DataClasses/YYKit/Base/Foundation/NSDate+YYAdd.h,NSDate+YYAdd.h,source,6917,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
