Relative Path,File Type,File Size,In Xcode Project,Target Membership,Build Phase,Static Ref Count,Dynamic Risk,Classification,Confidence
Pure Pets/MainApp/ModrenAppVC/HomeCells/Stories/PPStoryCollectionViewCell.m.bak.20260411194808,other,17958,No,,,0,No,REPOSITORY HYGIENE,High
Pure Pets/MainApp/ModrenAppVC/HomeCells/Stories/PPStoryPlayerViewController.h,source,407,Yes,,,7,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/HomeCells/Stories/PPStoryPlayerViewController.m,source,81140,Yes,Pure Pets,Sources,7,No,,
Pure Pets/MainApp/ModrenAppVC/NewAppVC.h,source,240,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/NewAppVC.m,source,4512,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselCollectionCell.h,source,272,Yes,,,13,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselCollectionCell.m,source,3654,Yes,Pure Pets,Sources,5,No,,
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselContainerCell.h,source,332,Yes,,,9,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselContainerCell.m,source,1983,Yes,Pure Pets,Sources,1,No,,
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselItem.h,source,736,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselItem.m,source,664,Yes,Pure Pets,Sources,8,No,,
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselView.h,source,362,Yes,,,11,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPCarsoul/PPCarouselView.m,source,13158,Yes,Pure Pets,Sources,3,Yes,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/BBDataViewFullDetailsCell.h,source,2041,Yes,,,310,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/BBDataViewFullDetailsCell.m,source,110159,Yes,Pure Pets,Sources,12,Yes,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/BBDataViewFullDetailsLayout.h,source,185,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/BBDataViewFullDetailsLayout.m,source,8389,Yes,Pure Pets,Sources,10,No,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPDataViewInput.h,source,1219,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPDataViewInput.m,source,1916,Yes,Pure Pets,Sources,5,No,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPDataViewVC.h,source,254,Yes,,,9,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPDataViewVC.m,source,359799,Yes,Pure Pets,Sources,9,Yes,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPDataViewVM.h,source,1843,Yes,,,501,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPDataViewVM.m,source,42887,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPFilterModels.h,source,4794,Yes,,,338,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPFilterModels.m,source,16759,Yes,Pure Pets,Sources,58,No,,
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPFilterSheetVC.h,source,863,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPDataView/PPFilterSheetVC.m,source,68171,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/ModrenAppVC/PPHomeViewController.h,source,900,Yes,,,15,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPHomeViewController.m,source,558903,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/ModrenAppVC/PPHomeViewController.m.bak.20260412-013337,other,303391,No,,,0,No,REPOSITORY HYGIENE,High
Pure Pets/MainApp/ModrenAppVC/PPHomeViewController.m.bak.badgeimg-20260411233700,other,302845,No,,,0,No,REPOSITORY HYGIENE,High
Pure Pets/MainApp/ModrenAppVC/PPIntroViewController.h,source,662,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPIntroViewController.m,source,46413,Yes,Pure Pets,Sources,86,No,,
Pure Pets/MainApp/ModrenAppVC/PPOverlayCoordinator.h,source,1238,Yes,,,35,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPOverlayCoordinator.m,source,12521,Yes,Pure Pets,Sources,35,Yes,,
Pure Pets/MainApp/ModrenAppVC/PPProviderSubscriptionManagementVC.h,source,250,No,,,0,No,,
Pure Pets/MainApp/ModrenAppVC/PPProviderSubscriptionManagementVC.m,source,6521,No,,,0,No,,
Pure Pets/MainApp/ModrenAppVC/PPRootTabBarController.h,source,1450,Yes,,,173,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PPRootTabBarController.m,source,187903,Yes,Pure Pets,Sources,134,Yes,,
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareMedicineCell.h,source,515,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareMedicineCell.m,source,11783,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareVetCell.h,source,499,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareVetCell.m,source,34284,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareVetViewrVC.h,source,614,Yes,,,102,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareVetViewrVC.m,source,49079,Yes,Pure Pets,Sources,6,Yes,,
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareViewController.h,source,727,Yes,,,219,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareViewController.m,source,120838,Yes,Pure Pets,Sources,31,Yes,,
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareViewerVC.h,source,641,Yes,,,41,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/PetCare/PPPetCareViewerVC.m,source,74740,Yes,Pure Pets,Sources,4,No,,
Pure Pets/MainApp/ModrenAppVC/PetCare/PetCareHelpers.h,source,3802,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/Helpers/ArabicNormalizer.h,source,313,Yes,,,26,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/Helpers/ArabicNormalizer.m,source,1249,Yes,Pure Pets,Sources,26,No,,
Pure Pets/MainApp/ModrenAppVC/Search/Helpers/PPSearchHelper.h,source,2930,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/Helpers/PPSearchHelper.m,source,18367,Yes,Pure Pets,Sources,10,No,,
Pure Pets/MainApp/ModrenAppVC/Search/Helpers/SearchCacheManager.h,source,656,Yes,,,957,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/Helpers/SearchCacheManager.m,source,3946,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/ModrenAppVC/Search/PPImageSearchService.h,source,816,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/PPImageSearchService.m,source,7655,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/ModrenAppVC/Search/PPSearchViewController.h,source,432,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/PPSearchViewController.m,source,182658,Yes,Pure Pets,Sources,92,Yes,,
Pure Pets/MainApp/ModrenAppVC/Search/SearchUI/BBNavigationBar.h,source,402,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/SearchUI/BBNavigationBar.m,source,2410,Yes,Pure Pets,Sources,8,No,,
Pure Pets/MainApp/ModrenAppVC/Search/SearchUI/PPFloatingSearchAccessoryView.h,source,278,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/SearchUI/PPFloatingSearchAccessoryView.m,source,3328,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/ModrenAppVC/Search/SearchUI/PPSPinnerView.h,source,1314,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/Search/SearchUI/PPSPinnerView.m,source,8904,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/ModrenAppVC/SmartSuggest/PPBrowseHistoryManager.h,source,647,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/ModrenAppVC/SmartSuggest/PPBrowseHistoryManager.m,source,3286,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/NewChats/ChCells/BubbleLayer.h,source,1958,Yes,,,1,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/BubbleLayer.m,source,7095,Yes,Pure Pets,Sources,1,No,,
Pure Pets/MainApp/NewChats/ChCells/ChCell.h,source,761,Yes,,,128,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/ChCell.m,source,50878,Yes,Pure Pets,Sources,7,Yes,,
Pure Pets/MainApp/NewChats/ChCells/ChCell.m.bak.20260411194808,other,30936,No,,,0,No,REPOSITORY HYGIENE,High
Pure Pets/MainApp/NewChats/ChCells/ChatAudioMessageCell.h,source,1819,Yes,,,23,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/ChatAudioMessageCell.m,source,28969,Yes,Pure Pets,Sources,23,No,,
Pure Pets/MainApp/NewChats/ChCells/ChatImageMessageCell.h,source,1739,Yes,,,44,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/ChatImageMessageCell.m,source,36264,Yes,Pure Pets,Sources,21,No,,
Pure Pets/MainApp/NewChats/ChCells/ChatMessageCell.h,source,1498,Yes,,,38,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/ChatMessageCell.m,source,5553,Yes,Pure Pets,Sources,18,No,,
Pure Pets/MainApp/NewChats/ChCells/ChatStickerMessageCell.h,source,477,Yes,,,223,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/ChatStickerMessageCell.m,source,5897,Yes,Pure Pets,Sources,10,No,,
Pure Pets/MainApp/NewChats/ChCells/ChatVideoMessageCell.h,source,1301,Yes,,,19,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/ChatVideoMessageCell.m,source,27356,Yes,Pure Pets,Sources,19,No,,
Pure Pets/MainApp/NewChats/ChCells/PPAudioPlaybackController.h,source,1203,Yes,,,24,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChCells/PPAudioPlaybackController.m,source,2877,Yes,Pure Pets,Sources,7,No,,
Pure Pets/MainApp/NewChats/ChManager.h,source,7653,Yes,,,290,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChManager.m,source,137518,Yes,Pure Pets,Sources,77,No,,
Pure Pets/MainApp/NewChats/ChMessagingController.h,source,5790,Yes,,,40,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChMessagingController.m,source,274861,Yes,Pure Pets,Sources,40,No,,
Pure Pets/MainApp/NewChats/ChatBubbleView.h,source,1838,Yes,,,18,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChatBubbleView.m,source,30121,Yes,Pure Pets,Sources,18,No,,
Pure Pets/MainApp/NewChats/ChatMessageModel.h,source,3632,Yes,,,213,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChatMessageModel.m,source,18834,Yes,Pure Pets,Sources,14613,No,,
Pure Pets/MainApp/NewChats/ChatThreadModel.h,source,2081,Yes,,,420,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/ChatThreadModel.m,source,13033,Yes,Pure Pets,Sources,14521,No,,
Pure Pets/MainApp/NewChats/UserChatsViewController.h,source,750,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/UserChatsViewController.m,source,39464,Yes,Pure Pets,Sources,41,Yes,,
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+Image.h,source,193,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+Image.m,source,226,Yes,Pure Pets,Sources,40,No,,
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+Record.h,source,780,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+Record.m,source,353,Yes,Pure Pets,Sources,40,No,,
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+Video.h,source,193,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+Video.m,source,226,Yes,Pure Pets,Sources,40,No,,
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+helper.h,source,909,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/ChMessagingController+helper.m,source,6403,Yes,Pure Pets,Sources,40,Yes,,
Pure Pets/MainApp/NewChats/helpers/PPChatHeaderView.h,source,287,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/PPChatHeaderView.m,source,15340,Yes,Pure Pets,Sources,5,No,,
Pure Pets/MainApp/NewChats/helpers/PPChatHeaderView.m.bak.20260411194808,other,14338,No,,,0,No,REPOSITORY HYGIENE,High
Pure Pets/MainApp/NewChats/helpers/PPChatsFunc.h,source,4653,Yes,,,4073,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/PPChatsFunc.m,source,48349,Yes,Pure Pets,Sources,120,Yes,,
Pure Pets/MainApp/NewChats/helpers/PPFullscreenVideoController.h,source,256,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/PPFullscreenVideoController.m,source,1292,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/NewChats/helpers/PPMediaPreviewController.h,source,504,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/PPMediaPreviewController.m,source,8224,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/NewChats/helpers/SubHelpers/ChNotificationRouter.h,source,425,Yes,,,6,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/ChNotificationRouter.m,source,8516,Yes,Pure Pets,Sources,6,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/ChTypingController.h,source,785,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/ChTypingController.m,source,5187,Yes,Pure Pets,Sources,4,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/ChatPresenceManager.h,source,573,Yes,,,22,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/ChatPresenceManager.m,source,4513,Yes,Pure Pets,Sources,22,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPChatFeedbackManager.h,source,505,Yes,,,14,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPChatFeedbackManager.m,source,6739,Yes,Pure Pets,Sources,14,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPChatInputBarView.h,source,2184,Yes,,,32,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPChatInputBarView.m,source,58008,Yes,Pure Pets,Sources,15,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPInAppChatNotificationPresenter.h,source,568,Yes,,,336,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPInAppChatNotificationPresenter.m,source,27663,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPRecordingBarView.h,source,1553,Yes,,,11,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPRecordingBarView.m,source,36598,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPRecordingLockPillView.h,source,519,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPRecordingLockPillView.m,source,6167,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPVoicePreviewBubbleView.h,source,361,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/PPVoicePreviewBubbleView.m,source,3190,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/PPPlaybackWaveformView.h,source,622,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/PPPlaybackWaveformView.m,source,14022,Yes,Pure Pets,Sources,4,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/PPRecordingWaveformView.h,source,317,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/PPRecordingWaveformView.m,source,1140,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/PPWaveformView.h,source,897,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/PPWaveformView.m,source,15195,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/WaveformGenerator.h,source,394,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/SubHelpers/WAVE/WaveformGenerator.m,source,4120,Yes,Pure Pets,Sources,4,No,,
Pure Pets/MainApp/NewChats/helpers/TypingIndicatorView.h,source,466,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/NewChats/helpers/TypingIndicatorView.m,source,6378,Yes,Pure Pets,Sources,5,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartItem.h,source,1884,Yes,,,642,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartItem.m,source,4475,Yes,Pure Pets,Sources,117,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartViewController.h,source,1731,Yes,,,21,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/CartViewController.m,source,101057,Yes,Pure Pets,Sources,153,Yes,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderCell.h,source,635,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderCell.m,source,24165,Yes,Pure Pets,Sources,5,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.h,source,806,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderDetailsViewController.m,source,228351,Yes,Pure Pets,Sources,793,Yes,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderHistoryViewController.h,source,189,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderHistoryViewController.m,source,84208,Yes,Pure Pets,Sources,10,Yes,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.h,source,442,Yes,,,7,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderItemCell.m,source,10069,Yes,Pure Pets,Sources,8,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderModel.h,source,624,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderModel.m,source,1305,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/OrderSupportFunc.h,source,3568,Yes,,,13,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPCartTableCell.h,source,1177,Yes,,,121,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPCartTableCell.m,source,38220,Yes,Pure Pets,Sources,4,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineRowView.h,source,962,Yes,,,6,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineRowView.m,source,15498,Yes,Pure Pets,Sources,6,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineView.h,source,611,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderProgressTimelineView.m,source,6839,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderStatusAppearance.h,source,16086,No,,,0,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderStatusStepperView.h,source,364,Yes,,,1,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderStatusStepperView.m,source,19647,Yes,Pure Pets,Sources,1,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportComposerViewController.h,source,2488,Yes,,,215,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportComposerViewController.m,source,59474,Yes,Pure Pets,Sources,198,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportRequestDetailsViewController.h,source,478,Yes,,,234,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportRequestDetailsViewController.m,source,42496,Yes,Pure Pets,Sources,6,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportRequestListViewController.h,source,484,Yes,,,230,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderSupportRequestListViewController.m,source,36784,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderTimelineViewController.h,source,460,Yes,,,227,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PPOrderTimelineViewController.m,source,5125,Yes,Pure Pets,Sources,2,No,,
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PurchasedItemsViewController.h,source,137,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/CartAndOrdersFiles/PurchasedItemsViewController.m,source,31075,Yes,Pure Pets,Sources,33,Yes,,
Pure Pets/MainApp/PAYMENTS/Checkout/PPCheckoutCoordinator.h,source,1692,Yes,,,336,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Checkout/PPCheckoutCoordinator.m,source,57398,Yes,Pure Pets,Sources,5,No,,
Pure Pets/MainApp/PAYMENTS/Manager/Cart/CartManager.h,source,2233,Yes,,,896,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Manager/Cart/CartManager.m,source,33340,Yes,Pure Pets,Sources,111,No,,
Pure Pets/MainApp/PAYMENTS/Manager/Cart/PPCartCalculator.h,source,1821,No,,,147,No,,
Pure Pets/MainApp/PAYMENTS/Manager/Cart/PPCartCalculator.m,source,3893,No,,,30,No,,
Pure Pets/MainApp/PAYMENTS/Manager/Order/PPOrderManager.h,source,10957,Yes,,,368,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Manager/Order/PPOrderManager.m,source,107640,Yes,Pure Pets,Sources,87,No,,
Pure Pets/MainApp/PAYMENTS/Manager/Payment/PPCommerceFeedbackManager.h,source,689,Yes,,,89,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Manager/Payment/PPCommerceFeedbackManager.m,source,5494,Yes,Pure Pets,Sources,89,No,,
Pure Pets/MainApp/PAYMENTS/Manager/Payment/PPPaymentManager.h,source,853,Yes,,,6,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Manager/Payment/PPPaymentManager.m,source,73883,Yes,Pure Pets,Sources,857,Yes,,
Pure Pets/MainApp/PAYMENTS/Models/Orders/PPFulfillmentOrder.h,source,621,Yes,,,12,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Models/Orders/PPFulfillmentOrder.m,source,1266,Yes,Pure Pets,Sources,12,No,,
Pure Pets/MainApp/PAYMENTS/Models/Orders/PPOrder.h,source,4563,Yes,Pure Pets,Sources,172,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/Models/Orders/PPOrder.m,source,24974,Yes,Pure Pets,Sources,172,No,,
Pure Pets/MainApp/PAYMENTS/ORDER_CHECKOUT_AUDIT_README.md,resource,11825,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPAddressPickerView.h,source,939,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPAddressPickerView.m,source,19609,Yes,Pure Pets,Sources,3,No,,
Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentBasicsSettingsViewController.h,source,174,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentBasicsSettingsViewController.m,source,111,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentFormViewController.h,source,1218,Yes,,,54,No,PROTECTED OR REQUIRED,Protected
Pure Pets/MainApp/PAYMENTS/PPPaymentsFiles/PPPaymentFormViewController.m,source,39877,Yes,Pure Pets,Sources,6,No,,
